C,kernel,degree,gamma,coef0,shrinking,probability,tol,cache_size,class_weight,verbose,max_iter,decision_function_shape,break_ties,random_state,score,AOD,TPR,FPR,counter,timer,write_file
2.380624343231628,linear,5,auto,8.773556010760428,True,True,0.7288349200042079,214.79020737015546,balanced,0,999,ovo,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,32,11.564512014389038,"./trained_models/svm_compas_3_2.380624343231628_linear_5_auto_8.773556010760428_True_True_0.7288349200042079_214.79020737015546_balanced_0_999_999_ovo_False_2019.pkl"
4.036674597940518,linear,7,scale,0.0,True,True,0.001,178.77694613334927,,0,1020,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,33,11.934481620788574,"./trained_models/svm_compas_3_4.036674597940518_linear_7_scale_0.0_True_True_0.001_178.77694613334927_None_0_1020_1020_ovr_False_2019.pkl"
4.036674597940518,linear,7,scale,0.0,False,True,0.001,178.77694613334927,,0,1020,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,34,12.293906211853027,"./trained_models/svm_compas_3_4.036674597940518_linear_7_scale_0.0_False_True_0.001_178.77694613334927_None_0_1020_1020_ovr_False_2019.pkl"
0.2761286106983706,linear,1,scale,4.208087389591512,True,True,0.19817199756143694,262.0221623391976,,0,1000,ovo,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,35,12.650867700576782,"./trained_models/svm_compas_3_0.2761286106983706_linear_1_scale_4.208087389591512_True_True_0.19817199756143694_262.0221623391976_None_0_1000_1000_ovo_False_2019.pkl"
4.036674597940518,linear,7,scale,0.0,False,True,0.001,178.77694613334927,,0,1020,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,36,13.009529829025269,"./trained_models/svm_compas_3_4.036674597940518_linear_7_scale_0.0_False_True_0.001_178.77694613334927_None_0_1020_1020_ovr_False_2019.pkl"
4.036674597940518,linear,7,scale,0.0,False,True,0.001,178.77694613334927,,0,1020,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,37,13.367492914199829,"./trained_models/svm_compas_3_4.036674597940518_linear_7_scale_0.0_False_True_0.001_178.77694613334927_None_0_1020_1020_ovr_False_2019.pkl"
4.981055739355061,linear,2,auto,1.6802763200260042,False,True,0.2020518738102844,239.64924237437543,,0,974,ovo,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,38,13.7154061794281,"./trained_models/svm_compas_3_4.981055739355061_linear_2_auto_1.6802763200260042_False_True_0.2020518738102844_239.64924237437543_None_0_974_974_ovo_False_2019.pkl"
4.036674597940518,linear,8,scale,0.0,False,True,0.001,178.77694613334927,,0,1020,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,39,14.07212209701538,"./trained_models/svm_compas_3_4.036674597940518_linear_8_scale_0.0_False_True_0.001_178.77694613334927_None_0_1020_1020_ovr_False_2019.pkl"
0.9693659106664799,linear,2,auto,1.6918210533177827,False,True,0.6890213795987731,203.61473310922094,,0,978,ovo,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,40,14.413224458694458,"./trained_models/svm_compas_3_0.9693659106664799_linear_2_auto_1.6918210533177827_False_True_0.6890213795987731_203.61473310922094_None_0_978_978_ovo_False_2019.pkl"
4.036674597940518,linear,8,scale,0.0,False,True,0.001,178.77694613334927,,0,1020,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,41,14.772766828536987,"./trained_models/svm_compas_3_4.036674597940518_linear_8_scale_0.0_False_True_0.001_178.77694613334927_None_0_1020_1020_ovr_False_2019.pkl"
4.5815780011694835,linear,4,auto,0.39810334977807943,False,True,0.5319250819544771,254.3927965401835,,0,950,ovo,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,42,15.113582849502563,"./trained_models/svm_compas_3_4.5815780011694835_linear_4_auto_0.39810334977807943_False_True_0.5319250819544771_254.3927965401835_None_0_950_950_ovo_False_2019.pkl"
4.036674597940518,linear,8,scale,0.0,False,True,0.001,178.77694613334927,,0,1020,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,43,15.471904516220093,"./trained_models/svm_compas_3_4.036674597940518_linear_8_scale_0.0_False_True_0.001_178.77694613334927_None_0_1020_1020_ovr_False_2019.pkl"
0.97087624068362,linear,7,scale,9.187977964579185,False,True,0.6864098775296185,238.34125777814205,,0,979,ovr,True,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,44,15.80931305885315,"./trained_models/svm_compas_3_0.97087624068362_linear_7_scale_9.187977964579185_False_True_0.6864098775296185_238.34125777814205_None_0_979_979_ovr_True_2019.pkl"
4.211491895982691,linear,1,scale,0.4223173942619812,True,True,0.4329092624673408,187.14348905134793,,0,1010,ovo,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,45,16.159311771392822,"./trained_models/svm_compas_3_4.211491895982691_linear_1_scale_0.4223173942619812_True_True_0.4329092624673408_187.14348905134793_None_0_1010_1010_ovo_False_2019.pkl"
4.036674597940518,linear,8,scale,0.0,False,True,0.001,178.77694613334927,,0,1020,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,46,16.517518758773804,"./trained_models/svm_compas_3_4.036674597940518_linear_8_scale_0.0_False_True_0.001_178.77694613334927_None_0_1020_1020_ovr_False_2019.pkl"
4.036674597940518,linear,8,scale,0.0,False,True,0.38877249549206266,178.77694613334927,,0,1020,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,47,16.86373734474182,"./trained_models/svm_compas_3_4.036674597940518_linear_8_scale_0.0_False_True_0.38877249549206266_178.77694613334927_None_0_1020_1020_ovr_False_2019.pkl"
4.036674597940518,linear,8,scale,0.0,False,True,0.38877249549206266,178.77694613334927,,0,1020,ovo,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,48,17.219300508499146,"./trained_models/svm_compas_3_4.036674597940518_linear_8_scale_0.0_False_True_0.38877249549206266_178.77694613334927_None_0_1020_1020_ovo_False_2019.pkl"
4.806211700054987,linear,6,auto,4.050502996531527,True,True,0.29272863444375713,226.54192686698735,,0,1019,ovr,False,2019,0.970620842572062,0.015047206923682145,0.0,0.03009441384736429,49,17.571433544158936,"./trained_models/svm_compas_3_4.806211700054987_linear_6_auto_4.050502996531527_True_True_0.29272863444375713_226.54192686698735_None_0_1019_1019_ovr_False_2019.pkl"
