criterion,splitter,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,random_state,max_leaf_nodes,min_impurity_decrease,min_impurity_split,class_weight,ccp_alpha,score,AOD,TPR,FPR,counter,timer,write_file
gini,random,12,2,2,0.42577713551628454,,2019,,0.0,0.0,,0.08377723240551858,0.8827744846500929,0.0,0.0,0.0,55,20.61855459213257,"./trained_models/decisionTree_bank_1_gini_random_12_2_2_0.42577713551628454_None_2019_None_0.0_None_0.08377723240551858.pkl"
entropy,random,,3,3,0.04543110249173112,log2,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,56,20.976980209350586,"./trained_models/decisionTree_bank_1_entropy_random_None_3_3_0.04543110249173112_log2_2019_None_0.0_None_0.0.pkl"
gini,best,,3,5,0.39233971142949925,sqrt,2019,,0.0,0.0,,0.6037683045341644,0.8827744846500929,0.0,0.0,0.0,57,21.331525087356567,"./trained_models/decisionTree_bank_1_gini_best_None_3_5_0.39233971142949925_sqrt_2019_None_0.0_None_0.6037683045341644.pkl"
gini,best,,3,4,0.2723652928318898,sqrt,2019,,0.0,0.0,,0.5936677903056882,0.8827744846500929,0.0,0.0,0.0,58,21.693681001663208,"./trained_models/decisionTree_bank_1_gini_best_None_3_4_0.2723652928318898_sqrt_2019_None_0.0_None_0.5936677903056882.pkl"
entropy,random,,3,3,0.04543110249173112,log2,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,59,22.045779943466187,"./trained_models/decisionTree_bank_1_entropy_random_None_3_3_0.04543110249173112_log2_2019_None_0.0_None_0.0.pkl"
entropy,random,,3,3,0.04543110249173112,log2,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,60,22.403964042663574,"./trained_models/decisionTree_bank_1_entropy_random_None_3_3_0.04543110249173112_log2_2019_None_0.0_None_0.0.pkl"
gini,best,,3,4,0.45085517352242555,,2019,,0.0,0.0,,0.3231839030550216,0.8827744846500929,0.0,0.0,0.0,61,22.76866912841797,"./trained_models/decisionTree_bank_1_gini_best_None_3_4_0.45085517352242555_None_2019_None_0.0_None_0.3231839030550216.pkl"
gini,random,,3,3,0.04543110249173112,log2,2019,,0.0,0.0,,0.0,0.8827744846500929,0.0,0.0,0.0,62,23.12719202041626,"./trained_models/decisionTree_bank_1_gini_random_None_3_3_0.04543110249173112_log2_2019_None_0.0_None_0.0.pkl"
gini,best,,5,2,0.3042719945492633,sqrt,2019,,0.0,0.0,,0.21087433012055604,0.8827744846500929,0.0,0.0,0.0,63,23.48759388923645,"./trained_models/decisionTree_bank_1_gini_best_None_5_2_0.3042719945492633_sqrt_2019_None_0.0_None_0.21087433012055604.pkl"
entropy,random,7,3,5,0.14622715203631037,,2019,,0.0,0.0,,0.47169633490903873,0.8827744846500929,0.0,0.0,0.0,64,23.8488130569458,"./trained_models/decisionTree_bank_1_entropy_random_7_3_5_0.14622715203631037_None_2019_None_0.0_None_0.47169633490903873.pkl"
